,SecurityID,p,q,v_mu,omega,alpha1,alpha2,beta1,beta2
0,72900,1,0,-2.3267255763061113e-05,1.5335550389185416e-06,3.1876781648427978e-12,1.0941862985953539e-11,0.31844336550613506,0.4824523631415598
0,72891,1,0,-0.0005964726840137328,7.821996500368728e-12,2.840200689818144e-06,2.8413447717766895e-06,0.9585979989825589,4.6790099386063045e-08
0,72849,1,1,0.00278708200847275,1.0119849909129631e-07,0.004999999937140554,0.005000000037831043,0.3450000045974254,0.34500000482680615
0,72830,1,0,0.0006328326147776903,9.510858907513082e-05,2.759970192630381e-07,2.7597674886143073e-07,0.2238419256686203,0.23561229562294123
0,72805,2,0,0.005752077822504748,2.638595459006426e-11,1.0508700866734671e-07,1.0482528557645251e-07,0.08496035744064707,0.6554526655479058
0,72804,1,0,-0.0001540656644739413,3.278026065537073e-05,0.9939633586188262,8.756496047162805e-14,1.3942941077366756e-13,1.831298539261992e-13
0,72792,1,0,0.0012593342086380972,2.5373585734231607e-05,0.34147605614922627,6.534393948672399e-17,2.243840666132521e-17,2.991258706926936e-17
0,72786,1,0,0.00023117353498748667,1.2616860092351671e-06,0.10000026349259686,0.09999995914368762,0.15000000338952363,0.1500000142939886
0,72779,1,1,-0.002764296477775456,1.7541237751568286e-10,0.0,0.0,0.0,0.6471077047152715
0,72755,1,0,-0.011635368173217317,0.0003986386853650776,0.0,0.0,0.7014909583689469,0.0
0,72689,1,0,-0.00018049553791656603,1.1152117457266247e-05,0.0,0.0,1.0,0.0
0,72678,1,0,-0.011370437134750522,3.152931536170484e-05,9.317189151605452e-14,8.346066411411076e-14,0.9999999999403842,5.343052256266558e-11
0,72675,1,1,-0.001063617126318624,8.616747897583675e-07,3.6231534408887586e-07,3.627587774578146e-07,0.8336290870169875,0.1155235007678093
0,72667,1,0,0.00014803193843895303,2.493259471713907e-06,0.005000020574775468,0.0049999975337426976,0.24500011457641474,0.24500011406013322
0,72587,1,0,0.00036267204982492573,8.872761929466716e-06,0.005002521519818631,0.004999983245980112,0.3449992231643376,0.3449992772633092
0,72571,1,0,-0.01551410841911622,0.0001415100608833266,0.0,0.37385871925359004,5.020271752478919e-16,9.254735726254868e-17
0,72570,1,0,-0.003211854013159242,5.622477515642754e-05,0.22453995828312653,0.0,2.2513673079607524e-14,0.0
0,72568,1,0,-0.011007969166107226,0.0,8.030756074738844e-06,0.00012141014380327543,0.46647518328366755,0.4708624958852292
0,72561,2,0,0.06631747764479003,4.811964658470472e-09,0.0,0.9350953674238902,0.0,0.06490476851524737
0,72536,1,0,0.03973338506525263,0.0021858476288463156,0.0,2.8095976493663966e-16,1.0,0.0
0,72516,1,0,-0.017572648138075065,0.000411587019155768,1.3983153662023423e-06,0.8098405667002175,9.723206218611056e-05,9.719534885495456e-05
0,72515,1,1,0.0060084491149417765,3.877008092359016e-06,0.8145206596094984,0.18608006598441962,1.0338838337919957e-08,0.002868553286402609
0,72508,1,0,0.0031374333303041215,1.1648620282716674e-06,0.005,0.005,0.245,0.245
0,72504,1,0,-0.0018797882878602821,0.00019822210574225733,2.2969739375034493e-15,2.6453272944872144e-15,0.0,0.8337977298957349
0,72477,1,1,-0.0016585068708548944,3.056024035601167e-07,3.7133689586442566e-07,3.713214211147924e-07,0.48919043191906086,0.5107644418763279
0,72476,1,0,-0.00016288811753391424,4.123029662240319e-06,0.004999985000106911,0.004999985000414564,0.24500049096918103,0.24500050360488893
0,72426,1,0,0.0005574757884980509,0.000102519212011386,0.0,1.4664044974183653e-10,0.7732458726567667,0.0
0,72407,1,0,0.0031101183015244064,2.0365524311900324e-08,0.6462942235098704,0.35369626539015797,1.592946223751558e-05,1.592946223751558e-05
0,72406,1,0,0.002537748182283116,4.501888067447834e-05,0.6055073006234043,0.0,0.0,5.968172083192568e-10
0,72386,1,0,-0.006331817391054961,2.4216904125665123e-05,2.931861141566462e-06,0.17351459975748523,0.00014941104670607147,0.669508704056102
0,72378,1,1,-0.00535300728677685,6.662740467111259e-10,7.352833023625801e-13,3.923049575461773e-13,2.385597966424918e-13,0.8083567568493699
0,72367,1,0,0.00486796263867231,3.351078919785873e-05,0.9999999999982712,2.4245084917123074e-13,3.18465459320341e-13,6.470165495760696e-13
0,72359,1,0,-0.00038292427291869614,2.1911533501811357e-06,0.004999990291218304,0.004999990291200359,0.34500030044119684,0.34500030142301846
0,72355,1,0,0.0009717815896104728,4.03967098742913e-06,0.004999992855005013,0.004999992855005013,0.3449995069953458,0.3449995069953458
0,72344,1,0,-0.018007940735166986,0.0,4.776059797376237e-16,0.5906225904382011,0.23954972710659958,3.606098307146868e-15
0,72342,1,0,0.00220214744556099,7.823116413621074e-06,0.0,0.0,0.49305267877589276,0.5069473351018409
0,72261,1,0,-6.373519814668869e-05,3.8097477990897906e-06,1.4332948294127714e-07,1.0427507607539224e-09,0.9999545512946567,4.5246026592087866e-05
0,72206,1,0,0.0012254927832592189,0.00031020620085147954,1.2050088209217079e-15,2.6180593714462537e-15,0.5889605845982019,1.3662431029147459e-14
0,72205,1,0,0.0038021012546215057,0.0005292261743904039,0.0,0.0,0.2980360691640162,0.3503113983624192
0,72196,1,1,0.01396043621742273,1.147135488154756e-05,0.0,0.0,1.0,3.0376914619753086e-21
0,72152,1,0,-0.015937376711476405,0.0,0.0,0.7244495268022466,0.0,0.27555595836263574
