SecurityID,2019/2/28,2019/4/30,2019/6/30,2019/8/31,2019/10/31,2019/12/31
47700,,,Cluster 23,Cluster 14,Cluster 21,Cluster 14
47713,,,Cluster 23,Cluster 15,Cluster 19,Cluster 2
47717,,,Cluster 23,Cluster 12,Cluster 8,Cluster 8
47718,,,Cluster 23,Cluster 3,Cluster 1,Cluster 21
47732,,,Cluster 23,Cluster 22,Cluster 5,Cluster 14
49471,,,Cluster 23,Cluster 12,Cluster 4,Cluster 0
51898,,,Cluster 23,Cluster 21,Cluster 4,Cluster 3
53502,,,Cluster 23,Cluster 21,Cluster 15,Cluster 0
53931,,,Cluster 23,Cluster 20,Cluster 8,Cluster 3
56257,,,Cluster 23,Cluster 6,Cluster 10,
56260,,,Cluster 23,Cluster 20,Cluster 22,
56261,,,Cluster 23,Cluster 5,Cluster 16,
56265,,,Cluster 23,Cluster 6,Cluster 1,
56266,,,Cluster 23,Cluster 17,Cluster 1,
19910,,,,Cluster 0,Cluster 18,Cluster 21
37409,,,,Cluster 0,Cluster 3,Cluster 20
42305,,,,Cluster 0,Cluster 2,Cluster 5
42690,,,,Cluster 0,Cluster 18,Cluster 8
44349,,,,Cluster 0,Cluster 5,Cluster 5
46540,,,,Cluster 0,Cluster 16,Cluster 19
47759,,,,Cluster 0,Cluster 2,Cluster 12
52321,,,,Cluster 0,Cluster 4,Cluster 5
56273,,,,Cluster 0,Cluster 18,
56306,,,,Cluster 0,Cluster 18,Cluster 15
56437,,,,Cluster 0,Cluster 11,Cluster 0
56486,,,,Cluster 0,Cluster 20,Cluster 2
56499,,,,Cluster 0,Cluster 2,Cluster 0
56516,,,,Cluster 0,Cluster 3,
56520,,,,Cluster 0,Cluster 9,Cluster 21
56786,,,,Cluster 0,Cluster 4,Cluster 19
56849,,,,Cluster 0,Cluster 14,Cluster 15
56851,,,,Cluster 0,Cluster 15,Cluster 19
57023,,,,Cluster 0,Cluster 18,Cluster 23
62639,,,,Cluster 0,Cluster 4,Cluster 22
15406,,,,Cluster 1,Cluster 12,Cluster 13
23739,,,,Cluster 1,Cluster 8,Cluster 1
28481,,,,Cluster 1,Cluster 16,Cluster 12
28488,,,,Cluster 1,Cluster 7,Cluster 13
28594,,,,Cluster 1,,
28628,,,,Cluster 1,Cluster 15,Cluster 13
29029,,,,Cluster 1,Cluster 5,Cluster 19
29037,,,,Cluster 1,Cluster 5,Cluster 15
29038,,,,Cluster 1,Cluster 9,Cluster 20
29121,,,,Cluster 1,Cluster 5,Cluster 2
32680,,,,Cluster 1,Cluster 23,Cluster 12
32708,,,,Cluster 1,Cluster 21,Cluster 6
34966,,,,Cluster 1,Cluster 18,Cluster 21
37429,,,,Cluster 1,Cluster 10,Cluster 2
40490,,,,Cluster 1,Cluster 7,Cluster 19
42750,,,,Cluster 1,Cluster 22,Cluster 1
42759,,,,Cluster 1,Cluster 3,Cluster 5
46542,,,,Cluster 1,,
47691,,,,Cluster 1,Cluster 16,Cluster 14
50543,,,,Cluster 1,Cluster 21,Cluster 8
51295,,,,Cluster 1,Cluster 22,Cluster 8
56399,,,,Cluster 1,Cluster 23,Cluster 9
56492,,,,Cluster 1,Cluster 5,Cluster 21
56506,,,,Cluster 1,Cluster 14,Cluster 6
56527,,,,Cluster 1,Cluster 3,Cluster 7
56652,,,,Cluster 1,Cluster 8,Cluster 6
56665,,,,Cluster 1,Cluster 1,Cluster 1
56666,,,,Cluster 1,Cluster 23,Cluster 13
56669,,,,Cluster 1,Cluster 8,Cluster 6
56713,,,,Cluster 1,Cluster 1,Cluster 8
56790,,,,Cluster 1,Cluster 5,Cluster 10
56793,,,,Cluster 1,Cluster 18,Cluster 14
56797,,,,Cluster 1,Cluster 14,Cluster 10
56863,,,,Cluster 1,Cluster 1,Cluster 14
57607,,,,Cluster 1,Cluster 8,Cluster 1
57643,,,,Cluster 1,Cluster 1,Cluster 10
57716,,,,Cluster 1,Cluster 16,Cluster 5
57719,,,,Cluster 1,Cluster 16,Cluster 13
57725,,,,Cluster 1,Cluster 16,Cluster 6
57727,,,,Cluster 1,Cluster 3,Cluster 4
57861,,,,Cluster 1,Cluster 1,Cluster 14
29842,,,,Cluster 2,Cluster 12,Cluster 3
37445,,,,Cluster 2,Cluster 2,Cluster 22
56471,,,,Cluster 2,Cluster 14,Cluster 21
56494,,,,Cluster 2,Cluster 0,Cluster 21
56822,,,,Cluster 2,Cluster 8,Cluster 9
57025,,,,Cluster 2,Cluster 8,Cluster 22
20344,,,,Cluster 3,Cluster 7,Cluster 13
28537,,,,Cluster 3,Cluster 23,Cluster 5
28595,,,,Cluster 3,Cluster 22,Cluster 3
28625,,,,Cluster 3,Cluster 14,Cluster 5
29024,,,,Cluster 3,Cluster 23,Cluster 16
33663,,,,Cluster 3,Cluster 7,Cluster 22
40337,,,,Cluster 3,Cluster 2,Cluster 20
40475,,,,Cluster 3,Cluster 6,Cluster 6
46878,,,,Cluster 3,Cluster 14,Cluster 5
47157,,,,Cluster 3,Cluster 23,Cluster 8
47503,,,,Cluster 3,Cluster 6,Cluster 21
52320,,,,Cluster 3,Cluster 15,Cluster 20
52939,,,,Cluster 3,Cluster 17,Cluster 18
56401,,,,Cluster 3,Cluster 23,Cluster 9
56649,,,,Cluster 3,Cluster 17,Cluster 20
56659,,,,Cluster 3,Cluster 21,Cluster 1
56757,,,,Cluster 3,Cluster 12,Cluster 11
56847,,,,Cluster 3,Cluster 3,Cluster 5
56884,,,,Cluster 3,Cluster 5,Cluster 0
57605,,,,Cluster 3,Cluster 3,Cluster 5
57646,,,,Cluster 3,Cluster 16,Cluster 15
57681,,,,Cluster 3,Cluster 1,Cluster 4
57883,,,,Cluster 3,Cluster 23,Cluster 5
58117,,,,Cluster 3,Cluster 19,Cluster 2
19121,,,,Cluster 4,,
28639,,,,Cluster 4,Cluster 5,Cluster 3
28642,,,,Cluster 4,Cluster 22,Cluster 2
28692,,,,Cluster 4,Cluster 3,Cluster 6
32952,,,,Cluster 4,Cluster 8,Cluster 15
37432,,,,Cluster 4,Cluster 6,Cluster 21
45864,,,,Cluster 4,Cluster 6,Cluster 21
48300,,,,Cluster 4,Cluster 18,Cluster 13
49742,,,,Cluster 4,Cluster 1,Cluster 5
50966,,,,Cluster 4,Cluster 1,Cluster 11
56474,,,,Cluster 4,Cluster 20,Cluster 15
56517,,,,Cluster 4,Cluster 2,Cluster 15
56623,,,,Cluster 4,Cluster 12,Cluster 12
56670,,,,Cluster 4,Cluster 1,Cluster 1
56709,,,,Cluster 4,Cluster 18,Cluster 15
56778,,,,Cluster 4,Cluster 2,Cluster 5
56791,,,,Cluster 4,Cluster 12,Cluster 11
56817,,,,Cluster 4,Cluster 17,Cluster 20
56819,,,,Cluster 4,Cluster 23,Cluster 20
56848,,,,Cluster 4,Cluster 3,
56882,,,,Cluster 4,Cluster 1,Cluster 4
57028,,,,Cluster 4,Cluster 12,Cluster 2
57092,,,,Cluster 4,Cluster 20,Cluster 8
57581,,,,Cluster 4,Cluster 5,Cluster 7
57655,,,,Cluster 4,Cluster 5,Cluster 7
1879,,,,Cluster 5,Cluster 18,Cluster 22
28538,,,,Cluster 5,Cluster 10,Cluster 15
28546,,,,Cluster 5,Cluster 23,Cluster 1
31306,,,,Cluster 5,,
33630,,,,Cluster 5,,
39890,,,,Cluster 5,Cluster 20,Cluster 18
42719,,,,Cluster 5,Cluster 1,Cluster 12
47621,,,,Cluster 5,,
47746,,,,Cluster 5,Cluster 3,Cluster 19
48648,,,,Cluster 5,Cluster 8,Cluster 12
49357,,,,Cluster 5,Cluster 15,Cluster 21
50458,,,,Cluster 5,Cluster 20,Cluster 2
53376,,,,Cluster 5,Cluster 4,Cluster 3
56349,,,,Cluster 5,Cluster 9,Cluster 8
56450,,,,Cluster 5,Cluster 7,Cluster 12
56451,,,,Cluster 5,Cluster 14,Cluster 6
56801,,,,Cluster 5,Cluster 3,Cluster 12
56909,,,,Cluster 5,Cluster 1,Cluster 2
57586,,,,Cluster 5,Cluster 15,Cluster 15
57592,,,,Cluster 5,Cluster 3,Cluster 22
57613,,,,Cluster 5,Cluster 5,Cluster 5
57639,,,,Cluster 5,Cluster 1,Cluster 18
57976,,,,Cluster 5,Cluster 1,Cluster 10
10247,,,,Cluster 6,Cluster 10,Cluster 3
26478,,,,Cluster 6,Cluster 23,Cluster 17
28485,,,,Cluster 6,Cluster 20,Cluster 6
28636,,,,Cluster 6,Cluster 14,Cluster 14
28640,,,,Cluster 6,Cluster 21,Cluster 1
28643,,,,Cluster 6,Cluster 8,Cluster 11
29034,,,,Cluster 6,Cluster 7,Cluster 22
32754,,,,Cluster 6,Cluster 7,Cluster 1
37408,,,,Cluster 6,Cluster 1,Cluster 0
37427,,,,Cluster 6,Cluster 1,Cluster 4
39730,,,,Cluster 6,Cluster 5,Cluster 7
40266,,,,Cluster 6,Cluster 1,Cluster 2
42339,,,,Cluster 6,Cluster 6,Cluster 7
42340,,,,Cluster 6,Cluster 20,Cluster 8
42707,,,,Cluster 6,Cluster 20,Cluster 18
43383,,,,Cluster 6,Cluster 12,Cluster 10
47193,,,,Cluster 6,Cluster 21,Cluster 10
49328,,,,Cluster 6,Cluster 15,Cluster 7
56350,,,,Cluster 6,Cluster 20,Cluster 5
56374,,,,Cluster 6,Cluster 3,Cluster 1
56423,,,,Cluster 6,Cluster 15,Cluster 21
56439,,,,Cluster 6,Cluster 20,Cluster 22
56443,,,,Cluster 6,Cluster 22,Cluster 11
56452,,,,Cluster 6,Cluster 20,Cluster 21
56467,,,,Cluster 6,Cluster 20,Cluster 11
56468,,,,Cluster 6,Cluster 7,Cluster 13
56475,,,,Cluster 6,Cluster 18,
56487,,,,Cluster 6,Cluster 18,Cluster 7
56496,,,,Cluster 6,Cluster 0,Cluster 8
56504,,,,Cluster 6,Cluster 2,Cluster 20
56622,,,,Cluster 6,Cluster 20,Cluster 19
56636,,,,Cluster 6,Cluster 11,Cluster 23
56637,,,,Cluster 6,Cluster 9,Cluster 1
56654,,,,Cluster 6,Cluster 20,Cluster 7
56656,,,,Cluster 6,Cluster 21,Cluster 12
56661,,,,Cluster 6,Cluster 4,Cluster 2
56668,,,,Cluster 6,Cluster 3,
56706,,,,Cluster 6,Cluster 0,Cluster 13
56752,,,,Cluster 6,Cluster 18,Cluster 6
56761,,,,Cluster 6,Cluster 6,Cluster 14
56780,,,,Cluster 6,Cluster 7,Cluster 6
56820,,,,Cluster 6,Cluster 21,Cluster 20
56878,,,,Cluster 6,Cluster 3,Cluster 11
56883,,,,Cluster 6,Cluster 22,Cluster 1
57657,,,,Cluster 6,Cluster 3,Cluster 22
57667,,,,Cluster 6,Cluster 1,Cluster 7
57684,,,,Cluster 6,Cluster 16,Cluster 14
57685,,,,Cluster 6,Cluster 16,Cluster 13
57817,,,,Cluster 6,Cluster 22,Cluster 2
57874,,,,Cluster 6,Cluster 7,Cluster 2
64564,,,,Cluster 6,Cluster 4,Cluster 2
64567,,,,Cluster 6,Cluster 20,Cluster 1
5901,,,,Cluster 7,Cluster 21,Cluster 6
13434,,,,Cluster 7,Cluster 9,Cluster 8
28570,,,,Cluster 7,Cluster 17,Cluster 13
47043,,,,Cluster 7,Cluster 16,Cluster 18
48746,,,,Cluster 7,Cluster 5,Cluster 22
56485,,,,Cluster 7,Cluster 5,Cluster 3
56823,,,,Cluster 7,Cluster 1,Cluster 2
56853,,,,Cluster 7,Cluster 16,Cluster 13
57512,,,,Cluster 7,Cluster 1,Cluster 13
57864,,,,Cluster 7,Cluster 19,
62681,,,,Cluster 7,Cluster 19,Cluster 5
64565,,,,Cluster 7,Cluster 22,Cluster 19
2088,,,,Cluster 8,Cluster 21,Cluster 7
12046,,,,Cluster 8,,Cluster 17
20196,,,,Cluster 8,Cluster 20,Cluster 1
28489,,,,Cluster 8,,
33104,,,,Cluster 8,Cluster 7,Cluster 8
33571,,,,Cluster 8,Cluster 22,Cluster 20
34072,,,,Cluster 8,Cluster 9,Cluster 8
39429,,,,Cluster 8,Cluster 12,Cluster 9
40301,,,,Cluster 8,,
42689,,,,Cluster 8,Cluster 5,Cluster 22
42763,,,,Cluster 8,Cluster 19,Cluster 18
47011,,,,Cluster 8,Cluster 8,
47065,,,,Cluster 8,,
48096,,,,Cluster 8,Cluster 15,Cluster 14
48533,,,,Cluster 8,Cluster 6,Cluster 10
56356,,,,Cluster 8,Cluster 22,Cluster 22
56404,,,,Cluster 8,Cluster 8,Cluster 4
56513,,,,Cluster 8,Cluster 19,
56525,,,,Cluster 8,Cluster 20,Cluster 7
56591,,,,Cluster 8,Cluster 8,Cluster 5
56635,,,,Cluster 8,Cluster 20,Cluster 19
56711,,,,Cluster 8,Cluster 5,Cluster 0
56788,,,,Cluster 8,Cluster 15,Cluster 22
56891,,,,Cluster 8,Cluster 16,Cluster 14
57502,,,,Cluster 8,Cluster 16,Cluster 14
57640,,,,Cluster 8,Cluster 5,Cluster 0
57704,,,,Cluster 8,Cluster 1,Cluster 7
57740,,,,Cluster 8,Cluster 3,Cluster 11
15402,,,,Cluster 9,Cluster 2,Cluster 16
20007,,,,Cluster 9,Cluster 22,Cluster 5
23418,,,,Cluster 9,Cluster 13,Cluster 9
28567,,,,Cluster 9,Cluster 18,Cluster 15
28572,,,,Cluster 9,Cluster 10,Cluster 19
56497,,,,Cluster 9,Cluster 19,Cluster 2
56766,,,,Cluster 9,Cluster 0,Cluster 1
4589,,,,Cluster 10,Cluster 1,Cluster 15
4742,,,,Cluster 10,Cluster 2,Cluster 1
32457,,,,Cluster 10,Cluster 8,Cluster 13
32816,,,,Cluster 10,Cluster 18,
32817,,,,Cluster 10,Cluster 15,
40508,,,,Cluster 10,Cluster 5,Cluster 20
56515,,,,Cluster 10,Cluster 10,
56561,,,,Cluster 10,Cluster 19,Cluster 16
56642,,,,Cluster 10,Cluster 22,Cluster 15
56662,,,,Cluster 10,Cluster 20,Cluster 1
56676,,,,Cluster 10,Cluster 22,Cluster 13
56679,,,,Cluster 10,Cluster 8,Cluster 2
56814,,,,Cluster 10,Cluster 4,Cluster 7
56842,,,,Cluster 10,Cluster 22,Cluster 5
57520,,,,Cluster 10,Cluster 2,Cluster 12
57617,,,,Cluster 10,Cluster 10,Cluster 22
57674,,,,Cluster 10,Cluster 1,Cluster 6
57873,,,,Cluster 10,Cluster 10,Cluster 22
62098,,,,Cluster 10,Cluster 19,Cluster 19
3282,,,,Cluster 11,,
40891,,,,Cluster 11,Cluster 12,
49365,,,,Cluster 11,,
56562,,,,Cluster 11,Cluster 11,Cluster 9
56763,,,,Cluster 11,Cluster 23,Cluster 5
57713,,,,Cluster 11,Cluster 3,Cluster 15
13310,,,,Cluster 12,Cluster 13,Cluster 9
16215,,,,Cluster 12,Cluster 20,Cluster 5
28597,,,,Cluster 12,Cluster 9,Cluster 15
28627,,,,Cluster 12,Cluster 12,Cluster 15
29032,,,,Cluster 12,Cluster 12,Cluster 5
31974,,,,Cluster 12,,
33343,,,,Cluster 12,Cluster 15,Cluster 19
37434,,,,Cluster 12,Cluster 19,Cluster 11
42021,,,,Cluster 12,Cluster 19,Cluster 13
46929,,,,Cluster 12,Cluster 8,Cluster 11
51778,,,,Cluster 12,Cluster 1,Cluster 21
56142,,,,Cluster 12,Cluster 0,Cluster 2
56346,,,,Cluster 12,Cluster 1,Cluster 3
56428,,,,Cluster 12,Cluster 7,Cluster 15
56431,,,,Cluster 12,Cluster 1,Cluster 20
56435,,,,Cluster 12,Cluster 11,Cluster 22
56510,,,,Cluster 12,Cluster 0,Cluster 2
56548,,,,Cluster 12,Cluster 6,Cluster 0
56621,,,,Cluster 12,Cluster 22,Cluster 14
56723,,,,Cluster 12,Cluster 7,Cluster 5
56745,,,,Cluster 12,Cluster 6,Cluster 1
56756,,,,Cluster 12,Cluster 9,Cluster 11
56765,,,,Cluster 12,Cluster 19,Cluster 22
56776,,,,Cluster 12,Cluster 22,Cluster 2
56794,,,,Cluster 12,Cluster 20,Cluster 14
56973,,,,Cluster 12,Cluster 6,Cluster 0
57022,,,,Cluster 12,Cluster 21,Cluster 8
57024,,,,Cluster 12,Cluster 1,Cluster 9
57551,,,,Cluster 12,Cluster 16,Cluster 22
57555,,,,Cluster 12,Cluster 12,Cluster 10
57614,,,,Cluster 12,Cluster 2,Cluster 21
57616,,,,Cluster 12,Cluster 1,Cluster 6
57648,,,,Cluster 12,Cluster 16,Cluster 15
57660,,,,Cluster 12,Cluster 1,Cluster 6
57682,,,,Cluster 12,Cluster 15,Cluster 19
57714,,,,Cluster 12,Cluster 7,Cluster 15
57890,,,,Cluster 12,Cluster 16,Cluster 23
64566,,,,Cluster 12,Cluster 11,Cluster 22
19810,,,,Cluster 13,,
20371,,,,Cluster 13,Cluster 0,Cluster 21
28460,,,,Cluster 13,Cluster 16,Cluster 15
37430,,,,Cluster 13,Cluster 3,Cluster 15
39264,,,,Cluster 13,Cluster 6,Cluster 22
42724,,,,Cluster 13,Cluster 3,Cluster 22
46884,,,,Cluster 13,Cluster 16,Cluster 15
48258,,,,Cluster 13,Cluster 2,Cluster 2
56242,,,,Cluster 13,Cluster 5,
56476,,,,Cluster 13,Cluster 5,Cluster 12
56680,,,,Cluster 13,Cluster 1,Cluster 8
56762,,,,Cluster 13,Cluster 23,Cluster 11
56787,,,,Cluster 13,Cluster 19,Cluster 5
56789,,,,Cluster 13,Cluster 19,Cluster 21
56880,,,,Cluster 13,Cluster 14,Cluster 7
57537,,,,Cluster 13,Cluster 1,Cluster 13
57554,,,,Cluster 13,Cluster 16,Cluster 13
57693,,,,Cluster 13,Cluster 19,Cluster 18
64201,,,,Cluster 13,Cluster 16,Cluster 2
22100,,,,Cluster 14,Cluster 18,Cluster 22
28624,,,,Cluster 14,Cluster 9,Cluster 18
32669,,,,Cluster 14,Cluster 17,Cluster 21
32736,,,,Cluster 14,Cluster 15,Cluster 1
34883,,,,Cluster 14,Cluster 1,Cluster 19
47117,,,,Cluster 14,Cluster 8,Cluster 12
56429,,,,Cluster 14,Cluster 12,Cluster 20
56501,,,,Cluster 14,Cluster 16,Cluster 5
56509,,,,Cluster 14,Cluster 3,Cluster 5
56550,,,,Cluster 14,Cluster 16,Cluster 6
56557,,,,Cluster 14,Cluster 3,Cluster 6
56798,,,,Cluster 14,Cluster 3,Cluster 9
57603,,,,Cluster 14,Cluster 3,Cluster 21
57635,,,,Cluster 14,Cluster 3,Cluster 8
57668,,,,Cluster 14,Cluster 1,Cluster 12
57669,,,,Cluster 14,Cluster 1,Cluster 8
28482,,,,Cluster 15,Cluster 15,Cluster 6
29122,,,,Cluster 15,Cluster 5,Cluster 3
32959,,,,Cluster 15,Cluster 6,Cluster 1
43961,,,,Cluster 15,Cluster 21,Cluster 13
43965,,,,Cluster 15,Cluster 7,Cluster 12
45865,,,,Cluster 15,Cluster 6,Cluster 17
46968,,,,Cluster 15,Cluster 7,Cluster 5
47015,,,,Cluster 15,Cluster 22,
49264,,,,Cluster 15,Cluster 16,Cluster 15
49523,,,,Cluster 15,Cluster 2,
51483,,,,Cluster 15,Cluster 16,Cluster 22
52088,,,,Cluster 15,Cluster 9,Cluster 22
53575,,,,Cluster 15,Cluster 7,Cluster 22
56355,,,,Cluster 15,Cluster 21,Cluster 5
56434,,,,Cluster 15,Cluster 4,Cluster 20
56514,,,,Cluster 15,Cluster 11,
56672,,,,Cluster 15,Cluster 6,Cluster 13
56816,,,,Cluster 15,Cluster 1,Cluster 2
56844,,,,Cluster 15,Cluster 3,Cluster 13
56852,,,,Cluster 15,Cluster 6,Cluster 6
56952,,,,Cluster 15,Cluster 23,Cluster 6
57032,,,,Cluster 15,Cluster 19,Cluster 11
57604,,,,Cluster 15,Cluster 3,Cluster 5
57641,,,,Cluster 15,Cluster 1,Cluster 22
57688,,,,Cluster 15,Cluster 1,Cluster 15
57702,,,,Cluster 15,Cluster 8,Cluster 23
57710,,,,Cluster 15,Cluster 8,Cluster 14
57888,,,,Cluster 15,Cluster 1,Cluster 14
12499,,,,Cluster 16,Cluster 22,Cluster 18
16156,,,,Cluster 16,Cluster 23,Cluster 15
28542,,,,Cluster 16,Cluster 7,Cluster 21
28586,,,,Cluster 16,Cluster 2,Cluster 1
28598,,,,Cluster 16,Cluster 22,Cluster 7
29036,,,,Cluster 16,Cluster 12,Cluster 7
29040,,,,Cluster 16,Cluster 4,Cluster 3
32886,,,,Cluster 16,Cluster 22,Cluster 10
33664,,,,Cluster 16,Cluster 7,Cluster 8
37415,,,,Cluster 16,Cluster 8,Cluster 19
39606,,,,Cluster 16,Cluster 1,Cluster 22
39661,,,,Cluster 16,Cluster 22,
40705,,,,Cluster 16,Cluster 1,Cluster 21
42710,,,,Cluster 16,Cluster 22,Cluster 5
46843,,,,Cluster 16,Cluster 8,Cluster 3
46906,,,,Cluster 16,Cluster 10,Cluster 11
47062,,,,Cluster 16,Cluster 14,Cluster 6
47773,,,,Cluster 16,Cluster 12,Cluster 5
49524,,,,Cluster 16,Cluster 5,
50890,,,,Cluster 16,Cluster 7,Cluster 1
50904,,,,Cluster 16,Cluster 6,Cluster 12
50965,,,,Cluster 16,Cluster 1,Cluster 0
52001,,,,Cluster 16,Cluster 1,Cluster 21
54972,,,,Cluster 16,Cluster 1,Cluster 6
56425,,,,Cluster 16,Cluster 19,Cluster 7
56426,,,,Cluster 16,Cluster 23,Cluster 19
56432,,,,Cluster 16,Cluster 22,Cluster 1
56521,,,,Cluster 16,Cluster 12,Cluster 7
56581,,,,Cluster 16,Cluster 2,Cluster 22
56582,,,,Cluster 16,Cluster 6,Cluster 6
56651,,,,Cluster 16,Cluster 1,Cluster 6
56657,,,,Cluster 16,Cluster 11,Cluster 1
56674,,,,Cluster 16,Cluster 2,Cluster 8
56684,,,,Cluster 16,Cluster 22,Cluster 19
56707,,,,Cluster 16,Cluster 6,Cluster 9
56712,,,,Cluster 16,Cluster 16,Cluster 15
56764,,,,Cluster 16,Cluster 9,Cluster 5
56777,,,,Cluster 16,Cluster 2,Cluster 5
57202,,,,Cluster 16,Cluster 22,Cluster 21
57615,,,,Cluster 16,Cluster 8,Cluster 22
57638,,,,Cluster 16,Cluster 3,Cluster 18
57649,,,,Cluster 16,Cluster 16,Cluster 20
57661,,,,Cluster 16,Cluster 16,Cluster 5
57700,,,,Cluster 16,Cluster 3,Cluster 7
4843,,,,Cluster 17,Cluster 2,Cluster 14
11673,,,,Cluster 17,,Cluster 17
13108,,,,Cluster 17,Cluster 2,Cluster 23
16450,,,,Cluster 17,Cluster 18,
56446,,,,Cluster 17,Cluster 18,Cluster 18
56505,,,,Cluster 17,Cluster 3,Cluster 20
56524,,,,Cluster 17,Cluster 3,Cluster 20
56653,,,,Cluster 17,Cluster 18,Cluster 14
56655,,,,Cluster 17,Cluster 21,Cluster 12
56877,,,,Cluster 17,Cluster 18,Cluster 23
57594,,,,Cluster 17,Cluster 2,Cluster 22
28480,,,,Cluster 18,Cluster 7,Cluster 21
28483,,,,Cluster 18,Cluster 5,Cluster 12
28547,,,,Cluster 18,Cluster 23,Cluster 22
37423,,,,Cluster 18,Cluster 12,Cluster 21
37431,,,,Cluster 18,Cluster 8,Cluster 21
39608,,,,Cluster 18,Cluster 1,Cluster 22
39831,,,,Cluster 18,Cluster 8,Cluster 22
39834,,,,Cluster 18,Cluster 16,Cluster 22
42746,,,,Cluster 18,Cluster 21,Cluster 8
46971,,,,Cluster 18,Cluster 5,Cluster 8
46972,,,,Cluster 18,Cluster 7,Cluster 5
47761,,,,Cluster 18,Cluster 8,Cluster 22
47762,,,,Cluster 18,Cluster 23,Cluster 20
47763,,,,Cluster 18,Cluster 6,Cluster 1
47764,,,,Cluster 18,Cluster 2,Cluster 8
47765,,,,Cluster 18,Cluster 16,Cluster 21
47768,,,,Cluster 18,Cluster 6,Cluster 5
56392,,,,Cluster 18,Cluster 23,Cluster 7
56408,,,,Cluster 18,Cluster 14,Cluster 11
56430,,,,Cluster 18,Cluster 8,Cluster 3
56448,,,,Cluster 18,Cluster 3,Cluster 7
56477,,,,Cluster 18,Cluster 1,
56478,,,,Cluster 18,Cluster 9,Cluster 5
56493,,,,Cluster 18,Cluster 3,Cluster 21
56498,,,,Cluster 18,Cluster 6,Cluster 13
56522,,,,Cluster 18,Cluster 6,Cluster 10
56592,,,,Cluster 18,Cluster 1,
56744,,,,Cluster 18,Cluster 12,Cluster 4
56759,,,,Cluster 18,Cluster 22,Cluster 6
2599,,,,Cluster 19,Cluster 7,Cluster 1
28552,,,,Cluster 19,Cluster 22,Cluster 8
29023,,,,Cluster 19,Cluster 8,Cluster 1
42741,,,,Cluster 19,Cluster 19,Cluster 0
46869,,,,Cluster 19,Cluster 20,Cluster 20
47115,,,,Cluster 19,Cluster 23,Cluster 16
50903,,,,Cluster 19,Cluster 6,Cluster 12
53377,,,,Cluster 19,Cluster 7,Cluster 14
55861,,,,Cluster 19,Cluster 16,Cluster 0
56347,,,,Cluster 19,Cluster 9,Cluster 20
56427,,,,Cluster 19,Cluster 5,Cluster 20
56449,,,,Cluster 19,Cluster 15,Cluster 21
56508,,,,Cluster 19,Cluster 6,Cluster 6
56590,,,,Cluster 19,Cluster 16,Cluster 2
56638,,,,Cluster 19,Cluster 1,Cluster 20
56648,,,,Cluster 19,Cluster 9,Cluster 7
57020,,,,Cluster 19,Cluster 5,
402,,,,Cluster 20,,Cluster 16
23628,,,,Cluster 20,Cluster 1,Cluster 3
28486,,,,Cluster 20,Cluster 1,Cluster 14
28491,,,,Cluster 20,Cluster 17,Cluster 10
28493,,,,Cluster 20,Cluster 2,Cluster 7
28539,,,,Cluster 20,Cluster 23,Cluster 13
28540,,,,Cluster 20,Cluster 10,Cluster 5
28543,,,,Cluster 20,Cluster 5,Cluster 21
28645,,,,Cluster 20,Cluster 22,
32537,,,,Cluster 20,Cluster 1,Cluster 8
37428,,,,Cluster 20,Cluster 12,Cluster 13
37435,,,,Cluster 20,Cluster 19,Cluster 11
37461,,,,Cluster 20,Cluster 1,Cluster 21
39658,,,,Cluster 20,Cluster 19,
39728,,,,Cluster 20,Cluster 7,Cluster 7
39973,,,,Cluster 20,Cluster 23,
40335,,,,Cluster 20,Cluster 14,Cluster 1
42508,,,,Cluster 20,Cluster 16,Cluster 14
42731,,,,Cluster 20,Cluster 19,Cluster 22
42738,,,,Cluster 20,Cluster 6,Cluster 1
46788,,,,Cluster 20,Cluster 1,Cluster 20
46842,,,,Cluster 20,Cluster 6,Cluster 19
46969,,,,Cluster 20,Cluster 2,Cluster 9
46970,,,,Cluster 20,Cluster 15,Cluster 7
47760,,,,Cluster 20,Cluster 14,Cluster 2
49332,,,,Cluster 20,Cluster 1,
50489,,,,Cluster 20,Cluster 7,Cluster 2
52319,,,,Cluster 20,Cluster 14,Cluster 1
56348,,,,Cluster 20,Cluster 20,Cluster 5
56351,,,,Cluster 20,Cluster 22,Cluster 3
56352,,,,Cluster 20,Cluster 10,Cluster 1
56354,,,,Cluster 20,Cluster 17,Cluster 14
56403,,,,Cluster 20,Cluster 16,Cluster 21
56424,,,,Cluster 20,Cluster 12,Cluster 14
56433,,,,Cluster 20,Cluster 19,Cluster 21
56495,,,,Cluster 20,Cluster 2,Cluster 1
56512,,,,Cluster 20,Cluster 6,Cluster 11
56543,,,,Cluster 20,Cluster 12,Cluster 13
56551,,,,Cluster 20,Cluster 16,Cluster 10
56570,,,,Cluster 20,Cluster 1,Cluster 6
56587,,,,Cluster 20,Cluster 4,Cluster 2
56647,,,,Cluster 20,Cluster 22,Cluster 3
56650,,,,Cluster 20,Cluster 2,Cluster 12
56660,,,,Cluster 20,Cluster 21,Cluster 18
56678,,,,Cluster 20,Cluster 3,Cluster 4
56724,,,,Cluster 20,Cluster 16,Cluster 21
56727,,,,Cluster 20,Cluster 16,Cluster 13
56743,,,,Cluster 20,Cluster 23,Cluster 12
