SecurityID,2019/2/28,2019/4/30,2019/6/30,2019/8/31,2019/10/31,2019/12/31
32424,Cluster 10,Cluster 6,Cluster 15,Cluster 1,Cluster 14,Cluster 0
32430,Cluster 10,Cluster 14,Cluster 12,Cluster 10,Cluster 7,Cluster 15
32433,Cluster 10,Cluster 17,Cluster 14,Cluster 23,Cluster 3,Cluster 1
32451,Cluster 10,Cluster 2,Cluster 4,Cluster 13,Cluster 19,Cluster 2
32478,Cluster 10,Cluster 8,Cluster 15,Cluster 3,Cluster 12,Cluster 12
32514,Cluster 10,Cluster 16,Cluster 2,Cluster 5,Cluster 12,Cluster 19
32557,Cluster 10,Cluster 6,Cluster 8,Cluster 0,Cluster 18,Cluster 0
32582,Cluster 10,Cluster 12,Cluster 1,Cluster 1,Cluster 11,Cluster 8
32651,Cluster 10,Cluster 0,Cluster 3,Cluster 3,Cluster 10,Cluster 14
32676,Cluster 10,Cluster 13,Cluster 21,Cluster 15,Cluster 14,Cluster 2
32691,Cluster 10,Cluster 9,Cluster 23,Cluster 17,Cluster 20,Cluster 13
32697,Cluster 10,Cluster 8,Cluster 1,Cluster 20,Cluster 7,Cluster 18
32702,Cluster 10,Cluster 5,Cluster 8,Cluster 22,Cluster 21,Cluster 16
32703,Cluster 10,Cluster 19,Cluster 15,Cluster 1,Cluster 10,Cluster 18
32714,Cluster 10,Cluster 0,Cluster 5,Cluster 17,Cluster 0,Cluster 19
32717,Cluster 10,Cluster 7,Cluster 15,Cluster 14,Cluster 19,Cluster 23
32719,Cluster 10,Cluster 0,Cluster 23,Cluster 22,Cluster 10,Cluster 9
32751,Cluster 10,Cluster 1,Cluster 17,Cluster 8,Cluster 12,Cluster 23
32783,Cluster 10,Cluster 14,Cluster 22,Cluster 10,Cluster 7,Cluster 10
32804,Cluster 10,Cluster 19,Cluster 13,Cluster 12,Cluster 15,Cluster 8
32853,Cluster 10,Cluster 11,Cluster 23,Cluster 6,Cluster 10,Cluster 14
32878,Cluster 10,Cluster 13,Cluster 19,Cluster 15,Cluster 20,Cluster 5
32912,Cluster 10,Cluster 10,Cluster 19,Cluster 0,Cluster 10,Cluster 22
32994,Cluster 10,Cluster 8,Cluster 11,Cluster 12,Cluster 9,Cluster 12
33039,Cluster 10,Cluster 22,Cluster 14,Cluster 6,,
33042,Cluster 10,Cluster 2,Cluster 12,Cluster 10,Cluster 22,Cluster 21
33044,Cluster 10,Cluster 5,Cluster 8,Cluster 23,Cluster 10,Cluster 6
33147,Cluster 10,Cluster 14,Cluster 10,Cluster 14,Cluster 2,Cluster 8
33164,Cluster 10,Cluster 17,Cluster 18,Cluster 14,Cluster 0,Cluster 10
33186,Cluster 10,Cluster 12,Cluster 20,Cluster 7,Cluster 11,Cluster 23
33339,Cluster 10,Cluster 19,Cluster 20,Cluster 0,Cluster 20,Cluster 21
33420,Cluster 10,Cluster 0,Cluster 13,Cluster 6,Cluster 23,Cluster 13
33437,Cluster 10,Cluster 19,Cluster 9,Cluster 8,Cluster 20,Cluster 22
33451,Cluster 10,Cluster 3,Cluster 0,Cluster 18,Cluster 6,Cluster 4
33479,Cluster 10,Cluster 14,Cluster 20,Cluster 13,,
33481,Cluster 10,Cluster 21,Cluster 6,Cluster 22,Cluster 1,Cluster 12
33528,Cluster 10,Cluster 6,Cluster 9,Cluster 3,Cluster 17,Cluster 2
33545,Cluster 10,Cluster 22,Cluster 11,Cluster 5,Cluster 23,Cluster 23
33568,Cluster 10,Cluster 12,Cluster 4,Cluster 3,Cluster 7,Cluster 15
33580,Cluster 10,Cluster 4,Cluster 9,Cluster 22,Cluster 17,Cluster 19
33596,Cluster 10,Cluster 3,Cluster 4,Cluster 2,Cluster 5,Cluster 22
33612,Cluster 10,Cluster 11,Cluster 5,Cluster 12,Cluster 3,Cluster 8
33616,Cluster 10,Cluster 19,Cluster 21,Cluster 21,Cluster 19,Cluster 8
33687,Cluster 10,Cluster 19,Cluster 14,Cluster 6,Cluster 3,Cluster 5
33753,Cluster 10,Cluster 1,Cluster 15,Cluster 22,,
33847,Cluster 10,Cluster 7,Cluster 5,Cluster 23,Cluster 8,Cluster 22
33962,Cluster 10,Cluster 20,Cluster 18,Cluster 11,Cluster 1,Cluster 18
33978,Cluster 10,Cluster 10,Cluster 22,Cluster 6,Cluster 4,Cluster 14
33980,Cluster 10,Cluster 10,Cluster 22,Cluster 2,Cluster 1,Cluster 2
34001,Cluster 10,Cluster 10,Cluster 2,Cluster 12,Cluster 22,Cluster 9
34079,Cluster 10,Cluster 22,Cluster 9,Cluster 0,Cluster 19,Cluster 7
34103,Cluster 10,Cluster 6,Cluster 23,Cluster 1,Cluster 12,Cluster 10
34309,Cluster 10,Cluster 22,Cluster 17,Cluster 6,Cluster 7,Cluster 8
34315,Cluster 10,Cluster 19,Cluster 1,Cluster 2,Cluster 2,Cluster 2
34348,Cluster 10,Cluster 9,Cluster 17,Cluster 8,Cluster 8,Cluster 22
34382,Cluster 10,Cluster 20,Cluster 8,Cluster 6,Cluster 1,Cluster 6
34407,Cluster 10,Cluster 10,Cluster 0,Cluster 5,Cluster 8,Cluster 7
34450,Cluster 10,Cluster 17,Cluster 2,Cluster 2,Cluster 2,Cluster 1
34454,Cluster 10,Cluster 6,Cluster 17,Cluster 7,Cluster 10,Cluster 13
34552,Cluster 10,Cluster 6,Cluster 18,Cluster 9,Cluster 18,Cluster 8
34589,Cluster 10,Cluster 21,Cluster 3,Cluster 0,Cluster 21,Cluster 23
34638,Cluster 10,Cluster 9,Cluster 8,Cluster 10,Cluster 23,Cluster 0
34639,Cluster 10,Cluster 13,Cluster 8,Cluster 22,,
34642,Cluster 10,Cluster 10,Cluster 11,Cluster 22,Cluster 12,Cluster 22
34657,Cluster 10,Cluster 21,Cluster 9,Cluster 7,Cluster 10,Cluster 2
34793,Cluster 10,Cluster 19,Cluster 10,Cluster 20,Cluster 10,Cluster 19
34880,Cluster 10,Cluster 5,Cluster 17,Cluster 7,Cluster 19,Cluster 4
34887,Cluster 10,Cluster 5,Cluster 7,Cluster 20,Cluster 16,Cluster 13
34889,Cluster 10,Cluster 19,Cluster 12,Cluster 13,Cluster 21,Cluster 9
34891,Cluster 10,Cluster 2,Cluster 0,Cluster 11,Cluster 20,Cluster 10
34982,Cluster 10,Cluster 8,Cluster 10,Cluster 21,Cluster 18,Cluster 22
34996,Cluster 10,Cluster 1,,Cluster 13,Cluster 13,Cluster 17
35065,Cluster 10,Cluster 19,Cluster 20,Cluster 4,Cluster 1,Cluster 8
35068,Cluster 10,Cluster 15,Cluster 4,Cluster 4,Cluster 8,Cluster 7
35101,Cluster 10,Cluster 1,Cluster 17,Cluster 6,Cluster 17,Cluster 14
35140,Cluster 10,Cluster 23,Cluster 5,Cluster 8,Cluster 8,Cluster 14
35145,Cluster 10,Cluster 1,Cluster 3,Cluster 0,Cluster 21,Cluster 5
35153,Cluster 10,Cluster 22,Cluster 6,Cluster 0,Cluster 4,Cluster 9
35237,Cluster 10,Cluster 9,Cluster 18,Cluster 8,Cluster 23,Cluster 15
35323,Cluster 10,Cluster 6,Cluster 4,Cluster 20,Cluster 22,Cluster 20
35396,Cluster 10,Cluster 21,Cluster 19,Cluster 23,Cluster 19,Cluster 8
35436,Cluster 10,Cluster 5,Cluster 9,Cluster 23,Cluster 18,Cluster 18
35494,Cluster 10,Cluster 12,Cluster 7,Cluster 3,Cluster 3,Cluster 11
35505,Cluster 10,Cluster 9,Cluster 17,Cluster 17,Cluster 14,Cluster 19
35561,Cluster 10,Cluster 9,Cluster 4,Cluster 17,Cluster 11,Cluster 12
35583,Cluster 10,Cluster 3,Cluster 9,Cluster 20,Cluster 16,Cluster 6
35647,Cluster 10,Cluster 21,Cluster 13,Cluster 15,Cluster 8,Cluster 14
35653,Cluster 10,Cluster 22,Cluster 22,Cluster 1,Cluster 20,Cluster 9
35657,Cluster 10,Cluster 19,Cluster 2,Cluster 3,Cluster 3,Cluster 23
35732,Cluster 10,Cluster 19,Cluster 19,Cluster 20,Cluster 2,Cluster 0
35758,Cluster 10,Cluster 21,Cluster 22,Cluster 14,Cluster 19,Cluster 15
35795,Cluster 10,Cluster 0,Cluster 2,Cluster 16,Cluster 18,Cluster 14
35811,Cluster 10,Cluster 7,Cluster 3,Cluster 22,Cluster 3,Cluster 4
35812,Cluster 10,Cluster 3,Cluster 4,Cluster 20,Cluster 19,Cluster 0
35865,Cluster 10,Cluster 21,Cluster 3,Cluster 19,Cluster 6,Cluster 6
36236,Cluster 10,Cluster 5,Cluster 10,Cluster 11,Cluster 12,Cluster 15
36252,Cluster 10,Cluster 15,Cluster 16,Cluster 12,Cluster 6,Cluster 16
36268,Cluster 10,Cluster 22,Cluster 11,Cluster 23,Cluster 14,Cluster 19
36295,Cluster 10,Cluster 20,Cluster 21,Cluster 16,Cluster 16,Cluster 2
36334,Cluster 10,Cluster 0,Cluster 9,Cluster 22,Cluster 10,Cluster 3
36407,Cluster 10,Cluster 21,Cluster 23,Cluster 14,Cluster 18,Cluster 20
36510,Cluster 10,Cluster 16,Cluster 15,Cluster 0,Cluster 3,Cluster 22
36571,Cluster 10,Cluster 6,Cluster 9,Cluster 0,Cluster 18,Cluster 5
36572,Cluster 10,Cluster 22,Cluster 9,Cluster 12,Cluster 3,Cluster 4
36787,Cluster 10,Cluster 13,Cluster 19,Cluster 9,Cluster 6,Cluster 13
36821,Cluster 10,Cluster 19,Cluster 9,Cluster 22,Cluster 3,Cluster 13
37269,Cluster 10,Cluster 9,Cluster 10,Cluster 12,,
37281,Cluster 10,Cluster 22,Cluster 3,Cluster 12,Cluster 10,Cluster 11
37286,Cluster 10,Cluster 11,Cluster 20,Cluster 15,Cluster 16,Cluster 10
37315,Cluster 10,Cluster 19,Cluster 3,Cluster 15,Cluster 8,Cluster 11
39206,Cluster 10,Cluster 23,Cluster 12,Cluster 5,Cluster 16,Cluster 6
39211,Cluster 10,Cluster 18,Cluster 1,Cluster 22,Cluster 10,Cluster 2
39285,Cluster 10,Cluster 22,Cluster 7,Cluster 18,Cluster 23,Cluster 7
39300,Cluster 10,Cluster 12,Cluster 19,Cluster 5,Cluster 5,Cluster 15
39368,Cluster 10,Cluster 11,Cluster 4,Cluster 20,Cluster 0,Cluster 7
39449,Cluster 10,Cluster 10,Cluster 15,Cluster 5,Cluster 10,Cluster 23
39451,Cluster 10,Cluster 6,Cluster 4,Cluster 4,Cluster 6,Cluster 5
39490,Cluster 10,Cluster 10,Cluster 20,Cluster 22,Cluster 3,Cluster 9
39498,Cluster 10,Cluster 6,Cluster 0,Cluster 12,Cluster 22,Cluster 13
39532,Cluster 10,Cluster 19,Cluster 20,Cluster 5,Cluster 18,Cluster 5
39543,Cluster 10,Cluster 22,Cluster 10,Cluster 18,Cluster 20,Cluster 2
39547,Cluster 10,Cluster 21,Cluster 9,Cluster 2,Cluster 5,Cluster 13
39709,Cluster 10,Cluster 19,Cluster 7,Cluster 3,Cluster 17,Cluster 4
39788,Cluster 10,Cluster 9,Cluster 4,Cluster 12,Cluster 20,Cluster 18
39799,Cluster 10,Cluster 15,Cluster 8,Cluster 8,Cluster 8,Cluster 2
39871,Cluster 10,Cluster 21,Cluster 9,Cluster 0,Cluster 17,Cluster 18
39908,Cluster 10,Cluster 0,Cluster 11,Cluster 22,Cluster 3,
39986,Cluster 10,Cluster 18,Cluster 9,Cluster 18,,
40051,Cluster 10,Cluster 10,Cluster 8,,Cluster 0,Cluster 15
40090,Cluster 10,Cluster 15,Cluster 17,Cluster 15,,Cluster 14
40099,Cluster 10,Cluster 3,Cluster 1,Cluster 17,Cluster 5,Cluster 3
40116,Cluster 10,Cluster 6,Cluster 23,Cluster 23,Cluster 2,Cluster 3
40174,Cluster 10,Cluster 10,Cluster 22,Cluster 11,Cluster 8,Cluster 5
40228,Cluster 10,Cluster 1,Cluster 12,Cluster 13,Cluster 9,Cluster 13
40230,Cluster 10,Cluster 1,Cluster 5,Cluster 8,Cluster 18,Cluster 3
40253,Cluster 10,Cluster 23,Cluster 16,Cluster 1,Cluster 16,Cluster 14
40264,Cluster 10,Cluster 0,Cluster 2,Cluster 15,Cluster 10,Cluster 2
40297,Cluster 10,Cluster 2,Cluster 7,Cluster 12,Cluster 2,Cluster 21
40394,Cluster 10,Cluster 10,Cluster 4,Cluster 19,Cluster 17,Cluster 8
40526,Cluster 10,Cluster 13,Cluster 19,Cluster 12,Cluster 4,
40553,Cluster 10,Cluster 14,Cluster 5,Cluster 7,Cluster 6,Cluster 4
40606,Cluster 10,Cluster 19,Cluster 10,Cluster 11,Cluster 3,Cluster 18
40651,Cluster 10,Cluster 9,Cluster 3,Cluster 12,Cluster 5,Cluster 12
40758,Cluster 10,Cluster 18,Cluster 16,,,
40771,Cluster 10,Cluster 5,Cluster 20,Cluster 6,Cluster 23,Cluster 0
40796,Cluster 10,Cluster 15,Cluster 4,Cluster 11,Cluster 0,Cluster 17
40810,Cluster 10,Cluster 23,Cluster 14,Cluster 18,Cluster 14,Cluster 11
40949,Cluster 10,Cluster 11,Cluster 12,Cluster 1,Cluster 3,Cluster 11
40951,Cluster 10,Cluster 20,Cluster 21,Cluster 20,Cluster 16,Cluster 5
41049,Cluster 10,Cluster 13,Cluster 1,Cluster 21,Cluster 4,Cluster 2
41053,Cluster 10,Cluster 0,Cluster 7,Cluster 6,Cluster 23,Cluster 6
41116,Cluster 10,Cluster 0,Cluster 17,Cluster 8,Cluster 23,Cluster 15
41231,Cluster 10,Cluster 0,Cluster 2,Cluster 7,Cluster 10,Cluster 2
41247,Cluster 10,Cluster 2,Cluster 12,Cluster 1,Cluster 3,Cluster 5
41421,Cluster 10,Cluster 21,Cluster 22,Cluster 10,Cluster 18,Cluster 11
41445,Cluster 10,Cluster 3,Cluster 14,Cluster 1,Cluster 11,Cluster 5
41482,Cluster 10,Cluster 19,Cluster 23,Cluster 12,Cluster 22,Cluster 23
41688,Cluster 10,Cluster 6,Cluster 8,Cluster 22,Cluster 12,Cluster 19
41966,Cluster 10,Cluster 2,,Cluster 17,Cluster 11,Cluster 22
41974,Cluster 10,Cluster 3,Cluster 14,Cluster 8,Cluster 9,Cluster 8
41984,Cluster 10,Cluster 14,Cluster 23,Cluster 8,Cluster 3,Cluster 5
41989,Cluster 10,Cluster 6,Cluster 6,Cluster 12,Cluster 0,Cluster 2
41998,Cluster 10,Cluster 3,Cluster 6,Cluster 10,Cluster 8,Cluster 9
42016,Cluster 10,Cluster 8,Cluster 21,Cluster 7,Cluster 19,
42087,Cluster 10,Cluster 20,Cluster 22,Cluster 15,Cluster 18,Cluster 14
42124,Cluster 10,Cluster 17,Cluster 6,Cluster 12,Cluster 9,Cluster 22
42168,Cluster 10,Cluster 15,Cluster 13,Cluster 8,Cluster 3,Cluster 1
42172,Cluster 10,Cluster 23,Cluster 7,Cluster 7,Cluster 20,Cluster 22
42255,Cluster 10,Cluster 5,Cluster 14,Cluster 3,Cluster 10,Cluster 11
42263,Cluster 10,Cluster 15,Cluster 18,Cluster 12,Cluster 7,Cluster 3
42333,Cluster 10,Cluster 4,Cluster 14,Cluster 6,Cluster 22,Cluster 20
42343,Cluster 10,Cluster 15,Cluster 21,Cluster 12,Cluster 18,Cluster 22
42344,Cluster 10,Cluster 15,Cluster 7,Cluster 15,Cluster 7,Cluster 8
42362,Cluster 10,Cluster 16,Cluster 23,Cluster 16,Cluster 1,Cluster 23
42414,Cluster 10,Cluster 4,Cluster 13,Cluster 10,Cluster 16,Cluster 9
42425,Cluster 10,Cluster 23,Cluster 22,Cluster 23,Cluster 21,Cluster 19
42758,Cluster 10,Cluster 21,Cluster 2,Cluster 14,Cluster 15,Cluster 20
42988,Cluster 10,Cluster 14,Cluster 3,Cluster 19,Cluster 5,Cluster 15
43003,Cluster 10,Cluster 2,Cluster 5,Cluster 19,Cluster 8,Cluster 6
43045,Cluster 10,Cluster 21,Cluster 14,Cluster 12,Cluster 8,Cluster 7
43068,Cluster 10,Cluster 21,Cluster 22,Cluster 10,Cluster 18,Cluster 11
43090,Cluster 10,Cluster 11,Cluster 15,Cluster 3,Cluster 11,Cluster 2
43318,Cluster 10,Cluster 0,Cluster 3,Cluster 1,Cluster 22,Cluster 11
43350,Cluster 10,Cluster 19,Cluster 0,Cluster 17,Cluster 15,Cluster 20
43454,Cluster 10,Cluster 19,Cluster 16,Cluster 22,Cluster 18,Cluster 20
43526,Cluster 10,Cluster 22,Cluster 10,Cluster 20,Cluster 12,Cluster 20
43723,Cluster 10,Cluster 7,Cluster 3,Cluster 4,Cluster 12,Cluster 0
43778,Cluster 10,Cluster 14,Cluster 18,Cluster 13,Cluster 11,
43846,Cluster 10,Cluster 12,Cluster 8,Cluster 8,Cluster 21,Cluster 23
43856,Cluster 10,Cluster 19,Cluster 16,Cluster 13,,
44095,Cluster 10,Cluster 1,Cluster 23,Cluster 3,Cluster 18,Cluster 15
44236,Cluster 10,Cluster 23,Cluster 15,Cluster 10,Cluster 2,Cluster 6
44305,Cluster 10,Cluster 22,Cluster 20,Cluster 12,Cluster 18,Cluster 2
44313,Cluster 10,Cluster 16,Cluster 10,Cluster 20,Cluster 18,Cluster 2
44347,Cluster 10,Cluster 23,Cluster 4,Cluster 7,Cluster 22,Cluster 14
44393,Cluster 10,Cluster 23,Cluster 9,Cluster 4,Cluster 12,Cluster 15
44402,Cluster 10,Cluster 10,Cluster 19,Cluster 6,Cluster 2,Cluster 2
44463,Cluster 10,Cluster 16,Cluster 6,Cluster 6,Cluster 4,Cluster 22
44487,Cluster 10,Cluster 7,Cluster 20,Cluster 12,Cluster 2,Cluster 4
44511,Cluster 10,Cluster 10,Cluster 14,Cluster 22,Cluster 16,
44521,Cluster 10,Cluster 9,Cluster 7,Cluster 6,Cluster 5,Cluster 9
44522,Cluster 10,Cluster 20,Cluster 10,Cluster 8,Cluster 10,Cluster 0
44545,Cluster 10,Cluster 2,Cluster 1,Cluster 3,Cluster 9,Cluster 11
44556,Cluster 10,Cluster 20,Cluster 3,Cluster 6,Cluster 11,Cluster 13
44559,Cluster 10,Cluster 20,Cluster 23,Cluster 8,Cluster 10,Cluster 0
44672,Cluster 10,Cluster 23,Cluster 21,Cluster 14,Cluster 6,Cluster 22
44676,Cluster 10,Cluster 16,Cluster 18,Cluster 6,Cluster 3,Cluster 21
45265,Cluster 10,Cluster 19,Cluster 10,Cluster 13,Cluster 3,Cluster 18
45341,Cluster 10,Cluster 7,Cluster 13,Cluster 3,Cluster 21,Cluster 15
45346,Cluster 10,Cluster 10,Cluster 2,Cluster 22,Cluster 12,Cluster 15
45360,Cluster 10,Cluster 21,Cluster 10,Cluster 20,Cluster 17,Cluster 10
45773,Cluster 10,Cluster 0,Cluster 4,Cluster 17,,Cluster 20
45816,Cluster 10,Cluster 21,Cluster 21,Cluster 6,Cluster 20,Cluster 22
45824,Cluster 10,Cluster 18,Cluster 11,Cluster 22,Cluster 3,
45838,Cluster 10,Cluster 10,Cluster 2,Cluster 10,Cluster 7,Cluster 23
46387,Cluster 10,Cluster 3,,Cluster 5,Cluster 7,Cluster 22
46388,Cluster 10,Cluster 20,Cluster 6,Cluster 22,Cluster 14,
46392,Cluster 10,Cluster 8,Cluster 12,Cluster 10,Cluster 12,Cluster 15
46500,Cluster 10,Cluster 9,Cluster 17,Cluster 22,Cluster 14,Cluster 8
46502,Cluster 10,Cluster 1,Cluster 7,Cluster 18,Cluster 17,Cluster 2
46512,Cluster 10,Cluster 22,Cluster 2,Cluster 9,Cluster 19,Cluster 19
46513,Cluster 10,Cluster 19,Cluster 15,Cluster 12,Cluster 12,Cluster 2
46529,Cluster 10,Cluster 13,Cluster 3,Cluster 15,Cluster 7,Cluster 7
46635,Cluster 10,Cluster 19,Cluster 19,Cluster 11,Cluster 18,Cluster 17
46715,Cluster 10,Cluster 10,Cluster 1,Cluster 15,Cluster 10,Cluster 22
46979,Cluster 10,Cluster 12,Cluster 4,Cluster 5,Cluster 22,Cluster 9
46985,Cluster 10,Cluster 19,Cluster 17,Cluster 8,Cluster 9,Cluster 12
47399,Cluster 10,Cluster 2,Cluster 11,Cluster 7,Cluster 2,Cluster 1
47434,Cluster 10,Cluster 2,Cluster 22,Cluster 6,Cluster 4,Cluster 1
47457,Cluster 10,Cluster 23,Cluster 15,Cluster 4,,
47459,Cluster 10,Cluster 11,Cluster 23,Cluster 6,Cluster 2,Cluster 3
47499,Cluster 10,Cluster 21,Cluster 4,Cluster 3,Cluster 11,Cluster 22
47504,Cluster 10,Cluster 7,Cluster 14,Cluster 9,Cluster 19,Cluster 13
47505,Cluster 10,Cluster 14,Cluster 13,Cluster 7,Cluster 2,Cluster 19
47529,Cluster 10,Cluster 7,Cluster 18,Cluster 9,Cluster 21,Cluster 23
47533,Cluster 10,Cluster 22,Cluster 22,Cluster 12,Cluster 14,Cluster 7
47538,Cluster 10,Cluster 5,Cluster 2,Cluster 5,Cluster 7,Cluster 13
47551,Cluster 10,Cluster 10,Cluster 7,Cluster 22,Cluster 4,Cluster 23
48090,Cluster 10,Cluster 2,Cluster 9,Cluster 14,Cluster 8,Cluster 13
48146,Cluster 10,Cluster 22,Cluster 3,Cluster 18,Cluster 14,Cluster 13
48180,Cluster 10,Cluster 11,Cluster 9,Cluster 1,Cluster 19,Cluster 19
48181,Cluster 10,Cluster 20,Cluster 21,Cluster 13,Cluster 16,Cluster 21
48185,Cluster 10,Cluster 13,Cluster 12,Cluster 12,Cluster 4,
48250,Cluster 10,Cluster 23,Cluster 21,Cluster 19,Cluster 14,Cluster 0
48318,Cluster 10,Cluster 23,Cluster 6,Cluster 1,Cluster 1,Cluster 6
48357,Cluster 10,Cluster 21,Cluster 5,Cluster 6,Cluster 14,Cluster 15
48367,Cluster 10,Cluster 13,Cluster 5,Cluster 6,Cluster 8,Cluster 15
48369,Cluster 10,Cluster 23,Cluster 14,Cluster 1,,
48412,Cluster 10,Cluster 9,Cluster 2,Cluster 22,Cluster 23,Cluster 11
48530,Cluster 10,Cluster 2,Cluster 22,Cluster 2,Cluster 8,Cluster 3
48686,Cluster 10,Cluster 1,,,Cluster 20,Cluster 1
48699,Cluster 10,Cluster 23,Cluster 4,Cluster 14,Cluster 7,Cluster 3
48835,Cluster 10,Cluster 6,Cluster 19,Cluster 11,Cluster 19,Cluster 12
48860,Cluster 10,Cluster 5,Cluster 14,Cluster 15,Cluster 9,Cluster 23
49287,Cluster 10,Cluster 21,Cluster 9,Cluster 0,Cluster 10,Cluster 10
49361,Cluster 10,Cluster 15,Cluster 0,Cluster 10,Cluster 8,Cluster 1
49396,Cluster 10,Cluster 11,Cluster 18,Cluster 10,Cluster 1,Cluster 15
49399,Cluster 10,Cluster 1,Cluster 12,Cluster 5,Cluster 22,Cluster 1
49475,Cluster 10,Cluster 22,Cluster 23,Cluster 18,Cluster 16,Cluster 5
49497,Cluster 10,Cluster 23,Cluster 8,Cluster 9,Cluster 3,Cluster 12
49508,Cluster 10,Cluster 2,Cluster 23,Cluster 23,Cluster 4,Cluster 2
49596,Cluster 10,Cluster 15,Cluster 23,Cluster 10,Cluster 18,Cluster 15
49627,Cluster 10,Cluster 18,Cluster 16,Cluster 8,Cluster 5,Cluster 22
49628,Cluster 10,Cluster 9,Cluster 14,Cluster 3,Cluster 5,Cluster 22
49664,Cluster 10,Cluster 0,Cluster 17,Cluster 8,Cluster 23,Cluster 1
49688,Cluster 10,Cluster 13,Cluster 3,Cluster 0,Cluster 22,Cluster 4
49722,Cluster 10,Cluster 12,Cluster 23,Cluster 4,Cluster 20,Cluster 11
49730,Cluster 10,Cluster 23,Cluster 3,Cluster 3,Cluster 6,Cluster 19
49746,Cluster 10,Cluster 15,Cluster 8,Cluster 5,Cluster 18,Cluster 12
49751,Cluster 10,Cluster 3,Cluster 6,Cluster 21,Cluster 21,Cluster 22
49787,Cluster 10,Cluster 22,Cluster 2,Cluster 9,,
49915,Cluster 10,Cluster 14,Cluster 13,Cluster 5,Cluster 23,Cluster 23
49984,Cluster 10,Cluster 6,Cluster 6,Cluster 19,Cluster 3,Cluster 4
49989,Cluster 10,Cluster 21,Cluster 19,Cluster 10,Cluster 1,Cluster 15
49992,Cluster 10,Cluster 9,Cluster 4,Cluster 8,Cluster 2,Cluster 2
50466,Cluster 10,Cluster 11,Cluster 2,Cluster 5,Cluster 20,Cluster 23
50476,Cluster 10,,Cluster 0,Cluster 18,,
50477,Cluster 10,Cluster 7,Cluster 5,Cluster 16,,
50498,Cluster 10,Cluster 11,Cluster 12,Cluster 3,Cluster 19,Cluster 5
50504,Cluster 10,Cluster 17,Cluster 22,Cluster 10,Cluster 4,Cluster 21
50519,Cluster 10,,,Cluster 0,,Cluster 16
50534,Cluster 10,Cluster 6,Cluster 12,Cluster 8,Cluster 9,Cluster 4
50596,Cluster 10,Cluster 6,,Cluster 6,Cluster 10,Cluster 1
50608,Cluster 10,Cluster 8,Cluster 20,Cluster 8,Cluster 12,Cluster 4
50609,Cluster 10,Cluster 16,Cluster 17,Cluster 8,Cluster 12,Cluster 4
50695,Cluster 10,Cluster 6,Cluster 2,Cluster 0,Cluster 18,Cluster 18
50714,Cluster 10,Cluster 21,Cluster 3,Cluster 3,,
50789,Cluster 10,Cluster 17,Cluster 19,Cluster 16,Cluster 8,Cluster 16
50800,Cluster 10,Cluster 14,Cluster 22,Cluster 3,Cluster 21,Cluster 11
50851,Cluster 10,Cluster 23,Cluster 21,Cluster 5,Cluster 14,Cluster 2
50906,Cluster 10,Cluster 23,Cluster 19,Cluster 22,Cluster 5,Cluster 3
50952,Cluster 10,Cluster 13,Cluster 12,Cluster 13,Cluster 4,Cluster 2
50992,Cluster 10,Cluster 18,Cluster 14,Cluster 12,Cluster 21,Cluster 8
51002,Cluster 10,Cluster 21,Cluster 0,Cluster 9,Cluster 10,Cluster 2
51009,Cluster 10,Cluster 22,Cluster 20,Cluster 15,Cluster 22,Cluster 22
51138,Cluster 10,Cluster 14,Cluster 17,Cluster 21,Cluster 23,Cluster 16
51143,Cluster 10,Cluster 11,Cluster 3,Cluster 10,Cluster 18,Cluster 23
51267,Cluster 10,Cluster 9,Cluster 10,Cluster 9,Cluster 20,Cluster 4
51389,Cluster 10,Cluster 13,Cluster 12,Cluster 20,Cluster 12,Cluster 0
51402,Cluster 10,Cluster 5,Cluster 8,Cluster 10,Cluster 13,Cluster 8
51484,Cluster 10,Cluster 18,,,,
51687,Cluster 10,Cluster 15,Cluster 15,Cluster 0,Cluster 10,Cluster 14
51691,Cluster 10,Cluster 4,Cluster 14,Cluster 10,Cluster 10,Cluster 16
51714,Cluster 10,Cluster 23,Cluster 8,Cluster 6,Cluster 21,Cluster 7
51719,Cluster 10,Cluster 4,Cluster 3,Cluster 22,Cluster 3,Cluster 0
51732,Cluster 10,Cluster 4,Cluster 1,Cluster 18,,Cluster 0
51738,Cluster 10,Cluster 15,Cluster 19,Cluster 10,,Cluster 11
51744,Cluster 10,Cluster 19,Cluster 1,Cluster 16,Cluster 7,Cluster 1
51815,Cluster 10,Cluster 5,Cluster 18,Cluster 13,Cluster 18,Cluster 11
51831,Cluster 10,Cluster 6,Cluster 16,Cluster 13,Cluster 13,Cluster 0
51833,Cluster 10,Cluster 5,Cluster 4,Cluster 5,Cluster 7,Cluster 9
51866,Cluster 10,Cluster 15,Cluster 16,Cluster 11,Cluster 0,Cluster 17
51927,Cluster 10,Cluster 1,Cluster 11,Cluster 2,Cluster 4,Cluster 16
52052,Cluster 10,Cluster 10,Cluster 21,Cluster 22,Cluster 7,
52089,Cluster 10,Cluster 17,Cluster 7,Cluster 17,Cluster 20,Cluster 10
52090,Cluster 10,Cluster 16,Cluster 6,Cluster 14,Cluster 16,Cluster 6
52096,Cluster 10,Cluster 7,Cluster 1,Cluster 20,Cluster 4,Cluster 12
